날짜,모델,시리얼번호,OS버전,호스트명,사용자,IP주소,MAC주소,CPU,메모리,디스크
2025-06-02 14:02:44,MacBookAir10,1,FVFJX2PP1WFV,14.4,허동운의 MacBook Air,heodongun,10.129.57.46,70:ae:d5:36:09:ae,Apple M1,8 GB,228Gi
